chrom,start,end,window_id,n_l1,mean_l1_divergence,n_young_l1,n_genes
chr22,39673791,39893154,w54233,28,209.714,1,8
chr6,91223941,91443304,w54234,39,156.538,16,0
chr1,45734786,45954149,w54235,46,183.609,10,1
chr5,146442859,146662222,w54236,56,192.161,11,2
chr10,110590460,110809823,w54237,54,174.426,14,1
chr8,36108903,36328266,w54238,45,160.089,17,0
chr1,4808374,5027737,w54239,25,199.6,5,0
chr2,22314575,22533938,w54240,57,196.561,19,0
chr14,30661040,30880403,w54241,36,198.222,6,5
chr1,30861147,31080510,w54242,23,220.609,2,1
chr3,200269233,200488596,w54243,35,200.2,1,5
chr21,1414821,1634184,w54244,0,,0,0
chr11,21496860,21716223,w54245,50,185.68,12,0
chr4,144486239,144705602,w54246,38,179.053,13,2
chr3,196659888,196879251,w54247,22,206.318,2,4
chr6,130211106,130430469,w54248,47,198.128,9,0
chr11,47361080,47580443,w54249,23,206.87,2,11
chr3,149335202,149554565,w54250,56,194.107,15,1
chr13,97764419,97983782,w54251,48,207.625,6,3
chr1,133371463,133590826,w54252,0,,0,0
chr3,194008278,194227641,w54253,35,182.114,9,4
chr10,104118877,104338240,w54254,34,199.235,1,8
chr12,79580836,79800199,w54255,49,199.653,7,1
chr11,82910606,83129969,w54256,49,211.531,3,7
chr4,4471325,4690688,w54257,45,194.689,9,3
chr6,136045077,136264440,w54258,36,199.778,4,3
chr1,124019635,124238998,w54259,0,,0,0
chr1,69969438,70188801,w54260,30,195.333,4,2
chr6,121776611,121995974,w54261,68,178.176,25,0
chr9,65328466,65547829,w54262,0,,0,0
chr15,40617479,40836842,w54263,63,194.27,8,1
chr20,40964895,41184258,w54264,44,172.136,9,0
chr10,37857034,38076397,w54265,73,197.288,8,3
chr15,42287840,42507203,w54266,31,201.194,3,4
chr2,85120997,85340360,w54267,43,218.372,1,4
chr15,94846040,95065403,w54268,51,180.176,15,1
chr4,174172524,174391887,w54269,59,214.407,18,0
chr6,91500882,91720245,w54270,41,187.659,3,2
chr1,133026025,133245388,w54271,0,,0,0
chr7,99814310,100033673,w54272,46,168.913,7,1
chr11,32209236,32428599,w54273,32,191.312,7,2
chr4,71638724,71858087,w54274,42,182.619,11,3
chr15,97774262,97993625,w54275,47,200.638,7,0
chr19,33670487,33889850,w54276,34,231.294,2,2
chr9,28566745,28786108,w54277,54,186.259,17,1
chr4,129357715,129577078,w54278,43,195.116,11,1
chr12,104581436,104800799,w54279,31,188.0,4,0
chr4,115027212,115246575,w54280,29,163.828,9,0
chr2,207897186,208116549,w54281,39,185.051,3,2
chr4,125148313,125367676,w54282,45,206.178,10,2
chr7,132599495,132818858,w54283,51,218.647,4,2
chr3,19501350,19720713,w54284,63,134.984,32,0
chr5,161572869,161792232,w54285,62,184.613,19,0
chr6,158484314,158703677,w54286,24,200.333,3,2
chr13,3331432,3550795,w54287,0,,0,0
chr16,10451003,10670366,w54288,42,196.833,9,2
chr15,33667847,33887210,w54289,33,182.273,8,2
chr3,107038349,107257712,w54290,50,182.02,17,0
chr15,65905868,66125231,w54291,51,212.784,1,3
chr11,13448187,13667550,w54292,53,170.491,17,2
chr3,125784166,126003529,w54293,65,194.077,6,3
chr6,91734884,91954247,w54294,28,187.714,6,1
chr5,121306503,121525866,w54295,44,189.205,13,0
chr7,100716667,100936030,w54296,34,198.176,8,8
chr16,27513236,27732599,w54297,42,194.476,6,5
chr6,78286368,78505731,w54298,60,201.6,18,0
chr1,119636458,119855821,w54299,50,196.64,12,5
chr13,55931324,56150687,w54300,56,187.268,18,0
chr14,13719378,13938741,w54301,65,186.169,22,4
chr9,11068512,11287875,w54302,50,193.28,13,0
chr7,101629898,101849261,w54303,19,208.632,1,14
chr14,73834601,74053964,w54304,22,146.045,10,0
chr1,202002718,202222081,w54305,33,196.515,4,7
chr9,107998171,108217534,w54306,52,204.462,4,3
chr20,40597012,40816375,w54307,52,207.327,1,2
chr14,77559280,77778643,w54308,45,223.311,7,0
chr4,143732813,143952176,w54309,60,194.217,16,4
chr18,31778973,31998336,w54310,51,174.745,16,3
chr3,127108074,127327437,w54311,24,186.083,3,1
chr9,80255561,80474924,w54312,72,181.722,17,6
chr10,33390106,33609469,w54313,29,194.897,7,0
chr1,163741601,163960964,w54314,21,168.952,5,1
chr2,29431077,29650440,w54315,30,205.4,4,1
chr9,7858090,8077453,w54316,49,175.061,17,0
chr3,186819888,187039251,w54317,51,187.667,5,12
chr6,45913482,46132845,w54318,31,160.774,10,4
chr12,77888853,78108216,w54319,23,205.652,5,0
chr10,38587670,38807033,w54320,39,187.231,14,1
chr17,80548856,80768219,w54321,29,208.207,3,8
chr18,19640637,19860000,w54322,0,,0,0
chr19,26059767,26279130,w54323,0,,0,0
chr6,36420189,36639552,w54324,30,201.567,3,6
chr2,211414622,211633985,w54325,38,186.053,11,0
chr11,7724292,7943655,w54326,68,156.0,28,5
chr18,66452317,66671680,w54327,58,204.879,10,0
chr14,97438220,97657583,w54328,53,198.302,3,5
chr12,83704312,83923675,w54329,64,176.844,27,0
chr15,76185857,76405220,w54330,35,199.143,3,4
chr6,50390206,50609569,w54331,52,161.904,19,1
chr8,56208927,56428290,w54332,50,196.16,5,2
chr3,3845780,4065143,w54333,37,134.649,20,0
chr11,96894047,97113410,w54334,49,158.653,19,0
chr5,90307271,90526634,w54335,31,199.581,7,1
chr4,145663202,145882565,w54336,40,172.4,15,1
chr4,181857667,182077030,w54337,51,210.118,12,0
chr8,46510592,46729955,w54338,2,48.0,2,0
chr9,1544814,1764177,w54339,53,176.736,16,0
chr15,16544966,16764329,w54340,32,171.312,15,0
chr18,10348766,10568129,w54341,32,213.688,4,0
chr5,29245664,29465027,w54342,37,192.162,11,1
chr5,12249315,12468678,w54343,72,189.097,25,0
chr4,67444,286807,w54344,62,222.048,8,2
chr4,165358580,165577943,w54345,56,188.946,14,2
chr13,51898084,52117447,w54346,37,191.703,5,3
chr10,94730266,94949629,w54347,50,187.34,3,3
chr1,92554151,92773514,w54348,67,193.194,5,5
chr9,144393314,144612677,w54349,58,219.172,2,1
chr16,8758061,8977424,w54350,41,205.732,1,7
chr1,34259926,34479289,w54351,42,166.333,16,0
chr18,46258199,46477562,w54352,29,190.448,2,4
chr4,46350030,46569393,w54353,52,176.154,19,1
chr5,59869780,60089143,w54354,38,204.0,7,0
chr6,105556048,105775411,w54355,36,154.611,13,0
chr2,213060681,213280044,w54356,52,182.077,19,1
chr2,15129610,15348973,w54357,34,178.412,8,0
chr4,103682306,103901669,w54358,50,177.2,19,2
chr1,22640028,22859391,w54359,23,177.391,2,4
chr9,106240499,106459862,w54360,65,185.954,8,8
chr2,121583857,121803220,w54361,45,206.333,3,1
chr2,221621238,221840601,w54362,39,196.949,9,0
chr9,121431131,121650494,w54363,37,216.108,3,2
chr10,15694251,15913614,w54364,41,190.146,8,2
chr11,30644493,30863856,w54365,40,196.1,7,2
chr8,93690894,93910257,w54366,29,182.345,10,2
chr17,35398193,35617556,w54367,13,194.615,1,2
chr2,110673450,110892813,w54368,33,185.788,10,4
chr14,90270113,90489476,w54369,37,206.486,8,3
chr6,77383090,77602453,w54370,66,164.682,23,0
chr18,35587823,35807186,w54371,70,201.757,5,3
chr3,12229043,12448406,w54372,51,193.314,6,1
chr20,51137746,51357109,w54373,40,214.525,1,2
chr17,40727359,40946722,w54374,18,205.222,2,12
chr3,161607689,161827052,w54375,43,166.326,18,0
chr7,157921673,158141036,w54376,53,196.698,6,2
chr4,130916519,131135882,w54377,63,170.111,19,3
chr2,93891544,94110907,w54378,3,12.0,3,0
chr6,61911600,62130963,w54379,42,168.452,15,0
chr9,135909126,136128489,w54380,48,208.333,5,1
chr6,117457031,117676394,w54381,36,173.583,12,5
chr5,5255528,5474891,w54382,35,208.543,6,1
chr5,79025976,79245339,w54383,31,166.419,10,1
chr2,43515366,43734729,w54384,61,187.049,10,3
chr3,30693180,30912543,w54385,32,204.156,4,1
chr8,100568356,100787719,w54386,57,172.947,17,2
chr2,51877425,52096788,w54387,57,212.667,9,0
chr15,40376963,40596326,w54388,39,184.795,3,2
chr13,12718370,12937733,w54389,54,171.222,24,0
chr22,3071979,3291342,w54390,0,,0,0
chr5,90614834,90834197,w54391,29,153.862,13,1
chr3,57551516,57770879,w54392,39,153.795,8,6
chr1,117112534,117331897,w54393,44,207.682,6,3
chr5,120370578,120589941,w54394,56,185.786,22,0
chr18,59435495,59654858,w54395,43,177.837,9,3
chr10,42633609,42852972,w54396,0,,0,0
chr20,20528993,20748356,w54397,46,208.652,7,0
chr18,7297060,7516423,w54398,44,179.477,12,1
chr6,19242019,19461382,w54399,44,154.432,25,1
chr7,134257586,134476949,w54400,39,206.256,2,3
chr4,155454272,155673635,w54401,51,204.235,5,2
chr13,26701440,26920803,w54402,55,194.764,4,2
chr9,81863970,82083333,w54403,55,195.6,9,3
chr1,27345528,27564891,w54404,11,195.455,3,5
chr18,7129489,7348852,w54405,50,193.02,6,1
chr14,89765267,89984630,w54406,35,221.314,4,8
chr19,33333730,33553093,w54407,57,204.737,10,1
chr4,107607509,107826872,w54408,51,162.333,22,2
chr13,17553561,17772924,w54409,48,169.167,22,0
chr11,56749125,56968488,w54410,72,159.417,31,2
chr2,105596399,105815762,w54411,42,189.571,4,4
chr4,143687380,143906743,w54412,52,190.038,11,6
chr3,144916851,145136214,w54413,65,172.338,12,1
chr2,103712937,103932300,w54414,50,197.98,12,0
chr11,108440168,108659531,w54415,42,206.619,4,3
chr16,23071242,23290605,w54416,63,189.825,17,1
chr22,10433512,10652875,w54417,47,167.574,22,0
chr3,44218329,44437692,w54418,61,183.426,7,3
chr11,102416183,102635546,w54419,44,182.341,7,5
chr1,39679477,39898840,w54420,32,177.969,4,4
chr4,137035580,137254943,w54421,54,189.185,22,0
chr16,52244750,52464113,w54422,41,169.171,7,2
chr19,53582729,53802092,w54423,21,238.143,0,6
chr21,22931339,23150702,w54424,57,188.561,21,0
chr7,60750048,60969411,w54425,0,,0,0
chr13,31203475,31422838,w54426,31,163.742,7,2
chr6,98207650,98427013,w54427,19,184.421,4,0
chr12,13209734,13429097,w54428,36,189.611,6,1
chr2,41957769,42177132,w54429,31,214.903,3,4
chr2,184402975,184622338,w54430,39,171.949,16,0
chr22,48939033,49158396,w54431,20,261.45,0,2
chr5,67346707,67566070,w54432,40,193.6,7,1
chr18,66862128,67081491,w54433,47,204.447,9,0
chr1,130920956,131140319,w54434,0,,0,0
chr15,68567577,68786940,w54435,51,215.412,6,4
chr19,31202675,31422038,w54436,52,167.519,29,1
chr1,229010964,229230327,w54437,52,184.558,13,0
chr6,44020645,44240008,w54438,39,194.744,2,11
chr15,45297321,45516684,w54439,32,204.312,2,0
chr1,248100266,248319629,w54440,51,183.706,9,7
chr4,92969075,93188438,w54441,46,190.674,8,2
chr4,168881552,169100915,w54442,45,171.133,18,2
chr2,72366502,72585865,w54443,72,190.014,21,0
chr2,223723831,223943194,w54444,50,172.36,19,0
chr4,167189248,167408611,w54445,49,145.51,27,0
chr3,184148217,184367580,w54446,52,187.846,17,1
chr21,29783799,30003162,w54447,32,202.75,3,2
chr1,236376342,236595705,w54448,40,187.95,6,2
chr2,79443309,79662672,w54449,37,201.919,8,3
chr15,62455295,62674658,w54450,18,189.5,1,5
chr13,81047948,81267311,w54451,60,187.967,21,0
chr7,123980624,124199987,w54452,55,183.927,13,3
chr6,113641778,113861141,w54453,45,187.8,8,0
chr5,161730437,161949800,w54454,44,200.114,12,0
chr21,26879769,27099132,w54455,42,152.167,19,1
chr17,20265586,20484949,w54456,38,187.053,12,5
chr4,51849923,52069286,w54457,0,,0,0
chr7,32615125,32834488,w54458,61,203.18,7,2
chr13,2871736,3091099,w54459,0,,0,0
chr15,55969382,56188745,w54460,57,196.789,12,0
chr2,149467200,149686563,w54461,33,195.818,9,1
chr20,22040381,22259744,w54462,59,167.373,22,1
chr15,68054437,68273800,w54463,28,201.429,3,0
chr8,2742101,2961464,w54464,25,170.88,9,0
chr8,33367448,33586811,w54465,53,171.849,22,0
chr8,93290722,93510085,w54466,40,183.725,14,0
chr15,38834181,39053544,w54467,47,194.745,4,3
chr9,68215275,68434638,w54468,0,,0,0
chr15,31990019,32209382,w54469,46,198.022,8,6
chr16,10576849,10796212,w54470,42,198.429,1,3
chr12,96476556,96695919,w54471,60,198.3,12,0
chr1,149645877,149865240,w54472,42,185.548,3,7
chr7,98812801,99032164,w54473,57,174.947,19,1
chr4,31825368,32044731,w54474,39,205.308,12,2
chr1,150810463,151029826,w54475,26,188.423,3,12
chr11,82210292,82429655,w54476,79,161.57,28,1
chr8,95899045,96118408,w54477,44,209.659,1,4
chr1,83938407,84157770,w54478,53,194.887,11,2
chr10,30920289,31139652,w54479,57,171.246,18,1
chr3,22437865,22657228,w54480,62,160.306,21,0
chr19,34127722,34347085,w54481,61,199.967,15,0
chr12,95201916,95421279,w54482,45,190.2,4,4
chr1,29382393,29601756,w54483,27,196.296,3,0
chr17,25732312,25951675,w54484,0,,0,0
chr1,175106314,175325677,w54485,30,181.8,5,3
chr1,37129026,37348389,w54486,26,180.0,7,3
chr6,18015364,18234727,w54487,35,172.371,8,3
chr2,42285273,42504636,w54488,55,205.418,0,3
chr15,52744306,52963669,w54489,72,154.278,30,1
chr20,13055108,13274471,w54490,44,191.818,9,2
chr14,91411768,91631131,w54491,34,196.647,8,0
chr5,80196310,80415673,w54492,39,187.846,9,1
chr4,17288088,17507451,w54493,54,175.444,16,3
chr5,164035037,164254400,w54494,62,196.145,14,1
chr2,229096705,229316068,w54495,58,179.155,16,1
chr18,9149852,9369215,w54496,60,188.917,7,3
chr4,75923465,76142828,w54497,63,154.556,33,0
chr4,137812453,138031816,w54498,39,198.359,11,0
chr12,22379617,22598980,w54499,47,194.894,5,3
chr10,82653898,82873261,w54500,33,188.848,7,1
chr20,50079196,50298559,w54501,37,236.595,5,1
chr21,29686383,29905746,w54502,41,198.195,4,1
chr6,48066857,48286220,w54503,64,167.672,26,0
chr18,14878695,15098058,w54504,35,181.257,11,3
chr20,65521689,65741052,w54505,23,224.609,1,15
chr16,44203116,44422479,w54506,0,,0,0
chr19,44431263,44650626,w54507,41,189.317,9,5
chr10,123646332,123865695,w54508,44,156.523,12,7
chr2,193951920,194171283,w54509,41,173.561,16,0
chr16,16753331,16972694,w54510,66,170.106,20,0
chr5,166608661,166828024,w54511,37,172.919,14,0
chr19,52315539,52534902,w54512,20,216.75,2,21
chr8,121675469,121894832,w54513,40,181.4,11,1
chr8,35512905,35732268,w54514,32,185.562,8,1
chr15,4410407,4629770,w54515,16,289.688,11,0
chr6,121299696,121519059,w54516,66,186.106,24,0
chr2,154798349,155017712,w54517,30,195.8,8,1
chr14,5990175,6209538,w54518,21,155.571,10,0
chr4,8700550,8919913,w54519,29,243.517,1,1
chr16,27575234,27794597,w54520,33,210.576,1,3
chr18,50201220,50420583,w54521,41,162.927,11,2
chr6,96988150,97207513,w54522,69,180.058,25,1
chr11,85509928,85729291,w54523,25,180.08,6,6
chr1,159070945,159290308,w54524,15,178.8,2,9
chr14,22324943,22544306,w54525,58,202.017,16,0
chr7,158302896,158522259,w54526,49,222.51,3,2
chr4,175060621,175279984,w54527,27,182.185,9,2
chr17,45578555,45797918,w54528,30,219.5,0,9
chr6,4599797,4819160,w54529,44,212.477,3,2
chr15,31600566,31819929,w54530,54,185.222,9,2
chr6,10904627,11123990,w54531,30,206.8,4,5
chr20,44988520,45207883,w54532,48,174.479,13,1
chr11,62112702,62332065,w54533,44,172.182,14,7
chr11,4287435,4506798,w54534,94,162.83,29,7
chr2,77649534,77868897,w54535,58,204.276,13,0
chr13,1621114,1840477,w54536,0,,0,0
chr8,81615444,81834807,w54537,43,187.442,11,1
chr12,53371431,53590794,w54538,19,181.053,3,10
chr17,65978285,66197648,w54539,42,186.143,6,1
chr12,126562850,126782213,w54540,38,188.789,8,4
chr8,87767774,87987137,w54541,55,168.782,24,2
chr16,33191699,33411062,w54542,58,221.724,12,1
chr13,97384719,97604082,w54543,49,203.612,2,2
chr14,32018609,32237972,w54544,50,180.28,16,1
chr18,43064110,43283473,w54545,43,212.535,10,0
chr2,228822608,229041971,w54546,59,193.847,14,0
chr8,138892149,139111512,w54547,34,183.912,10,0
chr2,122042808,122262171,w54548,61,175.705,13,5
chr13,8315713,8535076,w54549,15,291.0,10,0
chr7,39747296,39966659,w54550,45,196.822,4,2
chr12,55531109,55750472,w54551,40,135.85,15,10
chr2,124260892,124480255,w54552,52,182.577,17,2
chr10,130269064,130488427,w54553,28,231.0,3,1
chr2,237554955,237774318,w54554,60,192.433,13,1
chr5,130332407,130551770,w54555,43,145.419,20,1
chr9,80168106,80387469,w54556,82,182.463,26,4
chr12,81215473,81434836,w54557,30,176.8,9,2
chr8,129149706,129369069,w54558,37,219.432,2,2
chr13,18215803,18435166,w54559,51,204.51,8,3
chr3,118374,337737,w54560,32,184.406,12,2
chr11,2434958,2654321,w54561,35,204.771,8,5
chr6,71329560,71548923,w54562,21,164.714,8,1
chr2,96994889,97214252,w54563,45,212.178,2,5
chr16,28607155,28826518,w54564,37,206.135,3,7
chr21,19205723,19425086,w54565,33,166.788,13,1
chr4,149631092,149850455,w54566,42,178.81,10,2
chr2,67160844,67380207,w54567,31,165.129,8,2
chr14,67955203,68174566,w54568,37,182.649,2,8
chr22,32258001,32477364,w54569,39,181.179,4,3
chr6,167792884,168012247,w54570,25,221.12,5,4
chr14,59899387,60118750,w54571,42,154.452,13,0
chr2,111220299,111439662,w54572,52,208.385,5,0
chr3,14061985,14281348,w54573,51,199.059,6,4
chr2,211432752,211652115,w54574,43,191.767,11,0
chr11,49281960,49501323,w54575,67,188.403,19,1
chr10,105754757,105974120,w54576,39,182.846,11,0
chr11,91157040,91376403,w54577,52,155.442,28,0
chr2,118823756,119043119,w54578,36,206.917,6,1
chr1,72126454,72345817,w54579,42,152.81,20,1
chr9,32025698,32245061,w54580,65,173.708,25,0
chr8,60497579,60716942,w54581,44,182.0,12,1
chr6,134440444,134659807,w54582,33,212.636,8,0
chr12,33954488,34173851,w54583,39,158.179,17,0
chr6,36836417,37055780,w54584,44,198.25,6,1
chr16,18470130,18689493,w54585,59,206.61,10,2
chr14,33494235,33713598,w54586,66,167.652,20,1
chr5,25362124,25581487,w54587,42,178.786,15,0
chr17,79896196,80115559,w54588,17,225.588,1,4
chr8,104321483,104540846,w54589,47,200.17,5,6
chr7,115792938,116012301,w54590,21,168.857,5,1
chr12,63456239,63675602,w54591,80,184.5,19,1
chr20,19383745,19603108,w54592,44,198.614,4,0
chr1,211048353,211267716,w54593,44,197.227,7,2
chr3,111460576,111679939,w54594,50,194.8,9,3
chr15,29448788,29668151,w54595,68,199.118,13,1
chr7,3659735,3879098,w54596,54,198.278,10,0
chr16,64940444,65159807,w54597,38,155.842,17,0
chr5,132119907,132339270,w54598,54,185.722,9,2
chr21,36890612,37109975,w54599,36,191.889,7,1
chr3,104244931,104464294,w54600,44,174.977,10,7
chr20,9412549,9631912,w54601,39,197.0,6,2
chr14,25190518,25409881,w54602,42,196.667,5,4
chr21,19973823,20193186,w54603,43,186.698,13,2
chr2,140308016,140527379,w54604,47,186.894,12,0
chr5,66535134,66754497,w54605,46,187.065,5,3
chr3,61748833,61968196,w54606,32,203.875,6,0
chr15,41791696,42011059,w54607,52,166.865,7,1
chr4,148452802,148672165,w54608,38,185.921,6,2
chr8,98068578,98287941,w54609,38,175.921,15,0
chr3,155760218,155979581,w54610,30,192.333,7,1
chr12,56832593,57051956,w54611,38,154.868,15,7
chr13,91268796,91488159,w54612,40,200.9,9,0
chr2,85089172,85308535,w54613,55,217.236,3,3
chr12,121288085,121507448,w54614,39,193.692,4,4
chr2,201090554,201309917,w54615,34,175.265,9,4
chr20,64208233,64427596,w54616,27,241.889,1,8
chr17,74034893,74254256,w54617,7,221.857,2,6
chr3,103022357,103241720,w54618,55,185.164,10,4
chr5,143257567,143476930,w54619,24,194.583,3,3
chr10,23008594,23227957,w54620,42,193.929,8,2
chr15,72370029,72589392,w54621,38,184.526,3,3
chr19,47760672,47980035,w54622,24,206.375,0,10
chr6,73207924,73427287,w54623,33,168.576,12,1
chr8,50395585,50614948,w54624,74,182.973,25,1
chr2,43836702,44056065,w54625,23,192.13,3,3
chr5,101518945,101738308,w54626,67,178.254,26,0
chr22,48397566,48616929,w54627,50,228.24,6,0
chr19,9305807,9525170,w54628,63,178.492,11,7
chr6,141214555,141433918,w54629,43,199.953,10,1
chr3,82487622,82706985,w54630,45,195.444,15,0
chr9,62166208,62385571,w54631,0,,0,0
chr6,148177586,148396949,w54632,44,201.477,9,3
chr13,83738029,83957392,w54633,36,182.389,14,0
chr10,102755315,102974678,w54634,38,176.842,2,2
chr11,36015490,36234853,w54635,47,201.043,6,3
chr6,72820690,73040053,w54636,51,177.647,15,0
chr10,107835855,108055218,w54637,18,184.333,4,1
chr12,78851049,79070412,w54638,29,149.621,11,1
chr11,88632089,88851452,w54639,46,168.37,17,0
chr12,80448592,80667955,w54640,39,164.949,13,0
chr17,26568850,26788213,w54641,0,,0,0
chr4,128397551,128616914,w54642,54,187.963,18,1
chr2,51914998,52134361,w54643,54,223.963,7,0
chr1,190146239,190365602,w54644,71,194.704,24,0
chr12,24937159,25156522,w54645,53,197.038,8,3
chr5,21833779,22053142,w54646,30,199.367,8,2
chr8,44341104,44560467,w54647,0,,0,0
chr1,56273459,56492822,w54648,32,173.906,8,2
chr19,8700905,8920268,w54649,42,236.476,5,1
chr10,118217054,118436417,w54650,38,214.947,2,3
chr2,117007205,117226568,w54651,50,183.46,17,0
chr6,133182968,133402331,w54652,58,194.724,11,2
chr5,136239164,136458527,w54653,39,210.821,2,5
chr17,12434008,12653371,w54654,53,203.698,9,3
chr17,30604083,30823446,w54655,47,192.0,4,1
chr14,93148287,93367650,w54656,36,209.194,5,0
chr6,151361583,151580946,w54657,27,193.0,4,1
chr19,36685297,36904660,w54658,37,210.351,2,3
chr4,177808612,178027975,w54659,39,196.641,8,1
chr11,37597255,37816618,w54660,58,192.241,11,0
chr8,6392503,6611866,w54661,40,193.35,8,6
chr7,29989124,30208487,w54662,46,190.543,3,3
chr3,40442421,40661784,w54663,65,202.815,9,5
chr4,148989967,149209330,w54664,36,192.444,5,1
chr15,82663957,82883320,w54665,60,197.767,5,1
chr11,107229463,107448826,w54666,46,187.804,11,0
chr19,25823941,26043304,w54667,0,,0,0
chr12,30810719,31030082,w54668,36,203.083,6,2
chr1,74237264,74456627,w54669,36,176.806,14,2
chr2,118038198,118257561,w54670,42,142.976,19,1
chr12,86908997,87128360,w54671,67,196.075,20,0
chr4,79605868,79825231,w54672,44,179.773,7,3
chr4,75153709,75373072,w54673,58,189.569,14,1
chr6,100962307,101181670,w54674,58,178.241,14,2
chr13,15871680,16091043,w54675,0,,0,0
chr11,79137041,79356404,w54676,29,215.276,2,2
chr3,146974693,147194056,w54677,46,196.217,12,0
chr18,4983454,5202817,w54678,57,171.719,18,0
chr21,38636904,38856267,w54679,57,200.667,16,1
chr14,55836422,56055785,w54680,40,183.5,9,6
chr3,60511910,60731273,w54681,49,189.633,14,1
chr14,93918124,94137487,w54682,42,184.738,4,2
chr8,145863187,146082550,w54683,42,211.429,2,9
chr1,169831917,170051280,w54684,36,197.917,9,3
chr11,33748505,33967868,w54685,36,174.139,9,5
chr21,2351335,2570698,w54686,34,183.088,12,0
chr7,59954723,60174086,w54687,22,142.045,12,0
chr1,69471138,69690501,w54688,51,196.784,13,0
chr3,11002183,11221546,w54689,49,200.367,3,2
chr9,110964663,111184026,w54690,49,199.265,6,4
chr14,77120717,77340080,w54691,47,215.17,10,0
chr3,161439169,161658532,w54692,39,199.667,8,4
chr3,28333103,28552466,w54693,49,152.204,21,2
chr18,29266906,29486269,w54694,46,194.087,14,0
chr17,21907735,22127098,w54695,1,13.0,1,0
chr18,12506994,12726357,w54696,38,207.684,5,3
chr3,38418887,38638250,w54697,43,210.721,3,3
chr19,53903321,54122684,w54698,34,197.206,8,16
chr5,49099189,49318552,w54699,0,,0,0
chr8,109647578,109866941,w54700,54,171.685,20,0
chr7,78530066,78749429,w54701,48,178.312,14,2
chr21,22644073,22863436,w54702,50,188.86,19,2
chr4,182204822,182424185,w54703,40,206.075,7,0
chr20,38813923,39033286,w54704,42,200.071,1,5
chr20,42246198,42465561,w54705,38,175.737,12,2
chr18,74094268,74313631,w54706,44,186.659,8,0
chr5,96198674,96418037,w54707,32,209.625,3,5
chr6,61245643,61465006,w54708,11,144.182,5,0
chr3,46767809,46987172,w54709,46,191.609,4,5
chr7,147165894,147385257,w54710,41,154.829,17,1
chr4,75126668,75346031,w54711,64,185.328,17,1
chr10,81587644,81807007,w54712,58,186.828,15,0
chr17,4564554,4783917,w54713,28,176.179,2,13
chr20,19968367,20187730,w54714,63,194.349,10,3
chr7,138353561,138572924,w54715,71,184.169,23,1
chr7,98723272,98942635,w54716,49,177.122,16,0
chr8,74268855,74488218,w54717,46,180.652,5,5
chr18,42349972,42569335,w54718,41,190.366,13,1
chr1,141663703,141883066,w54719,0,,0,0
chr5,55044734,55264097,w54720,34,175.324,8,2
chr3,147047971,147267334,w54721,43,199.442,10,0
chr14,47100518,47319881,w54722,42,198.024,5,1
chr6,74664358,74883721,w54723,40,177.5,4,4
chr20,48736090,48955453,w54724,50,205.36,3,1
chr21,17093343,17312706,w54725,34,194.529,11,1
chr17,59594916,59814279,w54726,64,166.641,13,1
chr8,59078771,59298134,w54727,32,180.156,6,1
chr19,10656042,10875405,w54728,25,208.08,1,11
chr6,115234297,115453660,w54729,26,181.962,9,0
chr6,169729514,169948877,w54730,25,212.04,2,1
chr7,26204155,26423518,w54731,36,206.667,3,4
chr12,73964337,74183700,w54732,69,199.971,18,0
chr1,55362246,55581609,w54733,37,149.216,21,0
chr9,52442494,52661857,w54734,0,,0,0
chr20,385671,605034,w54735,42,200.881,1,5
chr1,222601522,222820885,w54736,31,157.613,10,2
chr2,85954513,86173876,w54737,37,192.405,1,3
chr19,57230844,57450207,w54738,44,202.159,18,12
chr15,51902349,52121712,w54739,58,184.207,16,0
chr1,148293559,148512922,w54740,55,215.673,10,2
chr7,1541164,1760527,w54741,18,237.167,0,9
chr5,123968852,124188215,w54742,46,202.652,6,1
chr2,204006895,204226258,w54743,37,157.27,12,2
chr1,84622407,84841770,w54744,43,180.93,9,2
chr4,8855626,9074989,w54745,32,206.0,5,0
chr11,103935127,104154490,w54746,33,155.091,15,1
chr4,18957822,19177185,w54747,45,177.356,17,0
chr5,68338005,68557368,w54748,63,168.349,20,1
chr4,74493446,74712809,w54749,33,153.636,13,1
chr2,15469077,15688440,w54750,47,199.319,5,2
chr10,126294464,126513827,w54751,52,205.673,7,1
chr13,19282275,19501638,w54752,52,200.442,8,4
chr21,31462976,31682339,w54753,36,197.528,4,6
chr3,45504063,45723426,w54754,55,207.273,6,4
chr2,6272002,6491365,w54755,38,202.526,9,1
chr12,25537558,25756921,w54756,34,182.559,8,1
chr5,90499692,90719055,w54757,36,130.917,22,1
chr8,111050648,111270011,w54758,47,156.702,19,1
chr12,100001761,100221124,w54759,43,194.558,10,4
chr6,144119315,144338678,w54760,53,182.075,15,3
chr6,7371424,7590787,w54761,41,196.585,4,4
chr7,45327976,45547339,w54762,64,208.031,6,0
chr7,7790042,8009405,w54763,44,179.773,6,1
chr1,245266518,245485881,w54764,43,171.326,5,1
chr3,58737827,58957190,w54765,44,143.045,18,1
chr10,103108627,103327990,w54766,33,200.03,1,8
chr1,51417678,51637041,w54767,37,186.73,1,2
chr4,89865738,90085101,w54768,43,185.163,11,2
chr7,65656332,65875695,w54769,32,179.0,15,4
chr7,87399827,87619190,w54770,69,191.043,19,0
chr1,141714213,141933576,w54771,0,,0,0
chr17,17298778,17518141,w54772,46,218.609,4,2
